product,piece,kg,l,ml,price_gel,kcal,fats,carbs,protein,kcal_per_package,fats_per_package,carbs_per_package,protein_per_package
"შოკოლადის ბატონი ""ტობლერონი"" რძიანი თაფლისა და ნუშის ნუგათი",0,0.1,0,0,14.5,535,30,55,6.5,535,30,55,6.5
"შოკოლადის ბატონი თეთრი ""ქინდერი"" ბუენო",0,0.042,0,0,3.15,560,35,50,8,235.2,14.7,21,3.36
"შოკოლადის ბატონი ""ქინდერი"" (8ც)",0,0.1,0,0,6.95,545,33,52,7.5,545,33,52,7.5
"შოკოლადის ბატონი ""სუპერ სტეპი""",0,0.045,0,0,1.65,480,25,58,5,216,11.25,26.1,2.25
"შოკოლადის ბატონი ""როშეტო"" შავი შოკოლადით",0,0.034,0,0,1.5,490,29,48,7,166.6,9.86,16.32,2.38
"შოკოლადის ბატონი ""ტობლერონი"" თეთრი შოკოლადი თაფლისა და ნუშის ნუგათი",0,0.1,0,0,14.5,540,32,56,6,540,32,56,6
"შოკოლადის ბატონი ""ჩუდო"" ვაფლით, თხილის და რძიანი კრემით",0,0.055,0,0,1.75,530,31,52,6.5,291.5,17.05,28.6,3.575
"შოკოლადის ბატონი ""მარსი""",0,0.05,0,0,2.5,448,17,69,4.5,224,8.5,34.5,2.25
"შოკოლადის ფილა ""ალპენ გოლდი"" რძიანი შოკოლადი თხილით და ქიშმიშით",0,0.085,0,0,4.2,505,29,48,8,429.25,24.65,40.8,6.8
"შოკოლადის ფილა ""ალპენ გოლდი"" რძიანი შოკოლადი",0,0.085,0,0,4.2,535,30,56,6.5,454.75,25.5,47.6,5.525
"შოკოლადის ფილა ""ალპენ გოლდი"" რძიანი შოკოლადი თხილით",0,0.085,0,0,4.2,515,32,47,8.5,437.75,27.2,39.95,7.225
"შოკოლადის ფილა ""ალპენ გოლდი"" ქოქოსი/ნუში",0,0.085,0,0,4.2,525,33,46,7.5,446.25,28.05,39.1,6.375
"შოკოლადის ფილა ""მილკა"" რძიანი შოკოლადი თხილით",0,0.09,0,0,5.5,530,31,52,7,477,27.9,46.8,6.3
"შოკოლადის ფილა ""მილკა"" რძიანი შოკოლადი",0,0.09,0,0,5.5,535,32,53,7,481.5,28.8,47.7,6.3
"შოკოლადის ფილა ""ალპენ გოლდი"" მაქს ფანი",0,0.13,0,0,7.75,520,30,55,6.5,676,39,71.5,8.45
"შოკოლადის ფილა ""ალპენ გოლდი"" რძიანი შოკოლადი ჰაეროვანი",0,0.08,0,0,4.2,525,29,58,6,420,23.2,46.4,4.8
"შოკოლადის ფილა ""ალპენ გოლდი"" თეთრი შოკოლადი ჰაეროვანი",0,0.08,0,0,4.2,515,28,60,5.5,412,22.4,48,4.4
"შოკოლადის ფილა ""ლაქმი"" რძიანი შიგთავსით და ორცხობილით",0,0.1,0,0,4.55,540,33,50,7.5,540,33,50,7.5
"შოკოლადის ფილა ""მილკა"" არაქისის და კარამელის შიგთავსით",0,0.276,0,0,16.95,545,34,49,6.5,1504.2,93.84,135.24,17.94
"შოკოლადის ფილა ""სლადკო"" შავი სამარხვო",0,0.025,0,0,1.35,480,28,52,8,120,7,13,2
შოკოლადის ფილა ”როშენ პორისტი” ექსტრა შავი,0,0.085,0,0,4.55,495,30,48,7.5,420.75,25.5,40.8,6.375
შოკოლადის ფილა ”მილკა ბაბლზი” კაპუჩინოს შიგთავსით,0,0.097,0,0,5.5,550,35,48,6,533.5,33.95,46.56,5.82
შოკოლადის ფილა ”როშენ პორისტი” თეთრი შოკოლადი,0,0.08,0,0,4.55,510,29,56,6,408,23.2,44.8,4.8
"შოკოლადის ფილა ""ლაქმი"" შოკოლადის შიგთავსით და ვაფლით",0,0.09,0,0,4.55,535,32,51,7,481.5,28.8,45.9,6.3
"შოკოლადის ფილა ""კორონა"" რძიანი შოკოლადი",0,0.085,0,0,4.7,530,31,54,6.5,450.5,26.35,45.9,5.525
"შოკოლადის ფილა ""მილკა"" ჯანჯაფილის ორცხობილით",0,0.3,0,0,19.95,540,33,50,7,1620,99,150,21
"შოკოლადის ფილა ""მილკა"" თხილის პასტით, დაქუცმაცებული თხილით და ვაფლით",0,0.27,0,0,8.99,555,36,47,7.5,1498.5,97.2,126.9,20.25
"შოკოლადის ფილა ""მილკა"" ვანილით და ორეოს ორცხობილით",0,0.3,0,0,16.95,545,34,50,6.5,1635,102,150,19.5
"შოკოლადის ფილა ""მილკა"" რძიანი შოკოლადი თხილით",0,0.14,0,0,11.95,530,31,52,7,742,43.4,72.8,9.8
"შოკოლადის ფილა ""მილკა"" თეთრი და რძიანი შოკოლადით (საახალწლო)",0,0.1,0,0,6.95,540,33,51,6.5,540,33,51,6.5
"შოკოლადის ფილა ""მილკა"" რძიანი შოკოლადი თხილით და ქიშმიშით",0,0.14,0,0,11.95,535,32,53,7,749,44.8,74.2,9.8
"შოკოლადის ფილა ""ალპენ გოლდი"" შავი შოკოლადი",0,0.085,0,0,4.2,480,28,52,8,408,23.8,44.2,6.8
"შოკოლადის ფილა ""მილკა"" რძიანი შოკოლადი ნუშით",0,0.14,0,0,11.95,525,30,54,7.5,735,42,75.6,10.5
"შოკოლადის ფილა ""მილკა"" მთლიანი თხილით და კარამელით",0,0.3,0,0,16.95,550,35,49,6,1650,105,147,18
"შოკოლადის ფილა ""კორონა"" რძიანი შოკოლადი ტყის თხილით",0,0.085,0,0,4.7,540,33,50,7.5,459,28.05,42.5,6.375
"შოკოლადის ფილა ""კორონა"" შავი შოკოლადი",0,0.085,0,0,4.7,470,27,50,8.5,399.5,22.95,42.5,7.225
"შოკოლადის ფილა ""მილკა"" მარილიანი ნუშის ნატეხებით და კარამელით",0,0.3,0,0,16.95,555,36,48,6.5,1665,108,144,19.5
"შოკოლადის ფილა ""ოქროს მონეტა"" ბადეში",0,0.05,0,0,4.95,520,31,51,7,260,15.5,25.5,3.5
"შოკოლადის ფილა ""როშენი"" შავი შოკოლადი 80%",0,0.085,0,0,6.95,460,26,48,9,391,22.1,40.8,7.65
"შოკოლადის ფილა ""როშენი"" შავი შოკოლადი მარილიანი ნუშით 80%",0,0.085,0,0,4.55,465,27,47,8.5,395.25,22.95,39.95,7.225
"შოკოლადის ფილა ""მილკა"" მარწყვის ჩიზქეიქი",0,0.3,0,0,19.95,545,34,50,6,1635,102,150,18
"შოკოლადის ფილა ""ლოისი"" ქოქოსის ნუგა",0,0.08,0,0,1.8,530,32,52,7,424,25.6,41.6,5.6
"შოკოლადის კრემი ""ნუსა"" (ჭრელი)",0,0.4,0,0,9.95,540,34,48,6.5,2160,136,192,26
"შოკოლადის კრემი ""ნუთელა"" თხილი და კაკაო",0,0.35,0,0,14.95,565,36,50,7,1977.5,126,175,24.5
"შოკოლადის კრემი ჩხირებით ""ნუთელა & გოუ""",0,0.052,0,0,7.2,550,35,49,6.5,286,18.2,25.48,3.38
"შოკოლადის კრემი ""ნუსა"" (შავი)",0,0.4,0,0,9.95,530,33,47,7,2120,132,188,28
"შოკოლადის კრემი ""ნუთელა""",0,0.63,0,0,23.95,560,35,51,6,3528,220.5,321.3,37.8
"შოკოლადის ნაკრები ""მილკა"" თხილის შიგთვსით",0,0.11,0,0,12.95,525,31,52,7,577.5,34.1,57.2,7.7
"შოკოლადის ნაკრები ""მილკა"" რძიანი",0,0.11,0,0,12.95,535,32,53,6.5,588.5,35.2,58.3,7.15
"შოკოლადის ნაკრები ""კუპიდო"" ტრიუფელი შავი",0,0.15,0,0,11.95,480,28,52,7.5,720,42,78,11.25
"შოკოლადის ნაკრები ""ჰამლეტი"" ასორტი ბორდოსფერი",0,0.125,0,0,17.95,510,30,50,6,637.5,37.5,62.5,7.5
"შოკოლადის ნაკრები ""კუპიდო"" ზღვის ნიჟარები",0,0.25,0,0,18.95,490,29,48,7,1225,72.5,120,17.5
"შოკოლადის ნაკრები ""როშენ ასორტიმენტ” კლასიკი",0,0.154,0,0,12.95,520,31,51,6.5,800.8,47.74,78.54,10.01
"კანფეტი ვაფლით ""რაფაელო""",0,0.2,0,0,25.95,530,33,49,5,1060,66,98,10
"შოკოლადის ნაკრები ""ექსელციუმი"" პრალინეთი",0,0.2,0,0,13.95,535,34,48,6,1070,68,96,12
"კანფეტი ვაფლით ""რაფაელო""",0,0.15,0,0,14.95,530,33,49,5,795,49.5,73.5,7.5
"კანფეტი ვაფლით ""ფერერო როშე""",0,0.125,0,0,19.95,545,35,50,6.5,681.25,43.75,62.5,8.125
"შოკოლადის ნაკრები ""მილკა"" საახალწლო",0,0.432,0,0,23.5,525,31,52,7,2268,133.92,224.64,30.24
"შოკოლადის ნაკრები ""როტ ფრონტი"" ჩიტის რძე",0,0.2,0,0,12.7,515,30,51,6,1030,60,102,12
"შოკოლადის ნაკრები ""მილკა"" საახალწლო",0,0.265,0,0,11.5,450,25,55,4.5,1192.5,66.25,145.75,11.925
"ზეფირი ""დისნეი"" პრინცესა მარწყვი 4/30",0,0.04,0,0,3.4,390,22,45,4,156,8.8,18,1.6
"მინი კრუასანი ""7 Days"" ვანილის კრემით და ალუბლის ჯემით",0,0.185,0,0,6.5,420,24,48,5,777,44.4,88.8,9.25
"ჩხირები ""თვიგი"" ქოქოსით და ნაღების შიგთავსით",0,0.185,0,0,4.4,450,25,50,5,832.5,46.25,92.5,9.25
"მაფინი ""მადამდე"" შოკოლადის",0,0.38,0,0,6.95,420,22,55,4.5,1596,83.6,209,17.1
"მაფინი ""მადამდე"" ვანილის შოკოლადით",0,0.38,0,0,6.95,425,23,54,4.5,1615,87.4,205.2,17.1
"ორცხობილა ""ბისმაკი"" კლასიკური",0,0.36,0,0,2.5,460,20,65,6,1656,72,234,21.6
"ორცხობილა ""საიუბილეო"" ტრადიციული",0,0.112,0,0,2.2,455,21,62,5.5,509.6,23.52,69.44,6.16
"ორცხობილა ""საიუბილეო"" ტრადიციული",0,0.403,0,0,4.99,455,21,62,5.5,1833.65,84.63,249.86,22.165
"ორცხობილა სენდვიჩი ""ორეო"" შოკოლადის ვანილის შიგთავსით",0,0.095,0,0,2.75,480,26,58,4,456,24.7,55.1,3.8
"ორცხობილა სენდვიჩი ""ორეო"" შოკოლადის ვანილის შიგთავსით",0,0.038,0,0,1.3,480,26,58,4,182.4,9.88,22.04,1.52
"ორცხობილა ""საიუბილეო"" სამარხვო",0,0.224,0,0,4.2,440,18,65,5,985.6,40.32,145.6,11.2
"ორცხობილა ""საიუბილეო"" რძიანი",0,0.112,0,0,2.3,465,22,60,5.5,520.8,24.64,67.2,6.16
"ორცხობილა ""საიუბილეო"" ტრადიციული (1+1)",0,0.224,0,0,5.2,455,21,62,5.5,1019.2,47.04,138.88,12.32
"ორცხობილა სენდვიჩი ""პრინცესა"" კაკაოს კრემით",0,0.15,0,0,1.95,475,25,56,4.5,712.5,37.5,84,6.75
"ორცხობილა სენდვიჩი ""ორეო"" შოკოლადის ვანილის შიგთავსით",0,0.228,0,0,6.2,480,26,58,4,1094.4,59.28,132.24,9.12
"ორცხობილა ""ლავიტა"" ჟოლოს ჟელეს შიგთავსით",0,0.135,0,0,3.5,470,24,59,4.5,634.5,32.4,79.65,6.075
ორცხობილა იაშკინო ხორბლის,0,0.35,0,0,3.4,450,18,65,6,1575,63,227.5,21
"ორცხობილა ""ბისმაკი"" პეტიტ ბიურე",0,0.4,0,0,3.95,465,22,60,5.5,1860,88,240,22
"ორცხობილა ""ფორსაიტი"" შოკოლადისა და თხილის გემოთი",0,0.22,0,0,3.3,485,27,55,5,1067,59.4,121,11
"ორცხობილა ""იაშკინო"" შოკოლადის ნატეხებით",0,0.2,0,0,3.2,480,26,58,4.5,960,52,116,9
"ორცხობილა ""ბელვიტა"" თაფლით",0,0.225,0,0,5.95,460,20,62,5,1035,45,139.5,11.25
"ორცხობილა ""ხრუსტიმი"" სტეიკის და შავი პილპილის",0,0.07,0,0,1.95,420,22,55,6,294,15.4,38.5,4.2
"ორცხობილა ""იაშკინო"" ალუბლის ჟელეთი",0,0.137,0,0,2.45,465,22,60,5,637.05,30.14,82.2,6.85
"ორცხობილა ""იაშკინო"" მარწყვით",0,0.19,0,0,1.99,460,21,62,5,874,39.9,117.8,9.5
"ორცხობილა ""ხრუსტიმი"" ყველის ჩხირები",0,0.07,0,0,1.95,420,22,55,6,294,15.4,38.5,4.2
"ორცხობილა ""მალოჩნიკი""",0,0.32,0,0,2.95,450,18,65,5.5,1440,57.6,208,17.6
"ორცხობილა შვრიის ""სანდომი""",0,0.36,0,0,5.45,455,20,63,5.5,1638,72,226.8,19.8
"ორცხობილა ""ფორსაიტი შოკოლადისა და ნაღების გემოთი",0,0.22,0,0,3.3,475,25,57,4.5,1045,55,125.4,9.9
"ორცხობილა ""ლავიტა"" ლიმონით",0,0.152,0,0,4.8,460,21,62,5,699.2,31.92,94.24,7.6
"ორცხობილა ""სანდომი"" ხრაშუნა ყურები",0,0.3,0,0,5.95,470,23,59,5,1410,69,177,15
"ორცხობილა ""დო კავი"" რძიანი",0,0.37,0,0,4.5,465,22,60,5.5,1720.5,81.4,222,20.35
"ორცხობილა ""იაშკინო"" ნაღებით",0,0.19,0,0,3.2,475,24,58,4.5,902.5,45.6,110.2,8.55
"ორცხობილა ""ტუტკუ""",0,0.18,0,0,4.55,450,19,64,6,810,34.2,115.2,10.8
"ორცხობილა ""ლავიტა"" ბრაუნი კაკაოთი",0,0.152,0,0,4.8,480,26,56,4,729.6,39.52,85.12,6.08
"ორცხობილა გლაზირებული ""ჩოკო პაი""",0,0.36,0,0,13.45,485,27,55,4.5,1746,97.2,198,16.2
"ორცხობილა ""სანდომი"" ბანანი ფორთოხლის ჯემით",0,0.48,0,0,6.9,465,22,60,5,2232,105.6,288,24
"ორცხობილა გლაზირებული ""ჩოკო პაი""",0,0.18,0,0,4.49,485,27,55,4.5,873,48.6,99,8.1
"ორცხობილა ""ლავიტა"" კაკაოთი შოკოლადის გლაზურით",0,0.15,0,0,3.85,490,28,54,4,735,42,81,6
"ორცხობილა ""სანდომი"" ბალიში ალუბლის ჯემით",0,0.35,0,0,5.9,470,23,59,5,1645,80.5,206.5,17.5
"ორცხობილა ""სანდომი"" ნავი ქოქოსით",0,0.35,0,0,5.85,455,20,63,5.5,1592.5,70,220.5,19.25
"ორცხობილა გლაზირებული ""იაშკინო""",0,0.18,0,0,3.9,475,24,58,4.5,855,43.2,104.4,8.1
"ორცხობილა ""სანდომი"" ხრაშუნა ხვეულა",0,0.2,0,0,5.5,465,22,60,5,930,44,120,10
"ბლითი ""კროკო"" მარილიანი",0,0.2,0,0,3.55,420,22,55,6,840,44,110,12
"ორცხობილა ""ბელვიტა"" შოკოლადის მარცვლებით",0,0.225,0,0,5.95,460,20,62,5,1035,45,139.5,11.25
"ორცხობილა სენდვიჩი ""სანდომი"" ალუბლის ჯემით შოკოლადში",0,0.65,0,0,10.9,475,24,58,4.5,3087.5,156,377,29.25
"მიდი კრუასანი ""ბრიმორი"" შოკოლადის შიგთავსით",0,0.055,0,0,1.45,480,26,56,4,264,14.3,30.8,2.2
"ბისკვიტი ""ბარნი"" შოკოლადის შიგთავსით",0,0.03,0,0,1.35,485,27,55,5,145.5,8.1,16.5,1.5
"ბისკვიტი ""ბარნი"" რძიანი შოკოლადის შიგთავსით",0,0.03,0,0,1.35,490,28,54,4.5,147,8.4,16.2,1.35
"მიდი კრუასანი ""ბრიმორი"" მარწყვის შიგთავსით",0,0.055,0,0,1.45,470,25,57,4,258.5,13.75,31.35,2.2
"ბისკვიტი ""ბარნი"" შოკოლადის შიგთავსით",0,0.15,0,0,6.75,485,27,55,5,727.5,40.5,82.5,7.5
"რულეტი ""ვიტბა"" შოკოლადის შიგთავსით",0,0.15,0,0,2.6,475,24,59,4.5,712.5,36,88.5,6.75
"რულეტი ""ვიტბა"" ალუბლის შიგთავსით",0,0.15,0,0,2.6,465,22,60,5,697.5,33,90,7.5
"ბისკვიტი ""ბარნი"" შოკოლადის შიგთავსით",0,0.3,0,0,11.95,485,27,55,5,1455,81,165,15
"ბისკვიტი ""ბარნი"" რძიანი შიგთავსით",0,0.15,0,0,6.75,480,26,56,4.5,720,39,84,6.75
"მინი რულეტი ""ვიტექსი"" შოკოლადით",0,0.15,0,0,3.95,490,28,54,4,735,42,81,6
"მაფინი ""მადამდე"" ხაჭოთი",0,0.21,0,0,3.99,450,23,58,5,945,48.3,121.8,10.5
"მინი რულეტი ""ვიტექსი"" ფორთოხლით",0,0.15,0,0,3.95,485,27,55,5,727.5,40.5,82.5,7.5
"ბისკვიტი ""მილკა"" შოკოლადის შიგთავსით და ნატეხებით",0,0.175,0,0,8.95,475,24,59,4.5,831.25,42,103.25,7.875
"ფუნთუშა ""ვინილი"" ალუბლით",0,0.2,0,0,2.5,460,21,62,5.5,920,42,124,11
"ვაფლის რულეტი ""ვიტბა"" შოკოლადის მინანქრით",0,0.1,0,0,2.4,480,26,56,4,480,26,56,4
"ვაფლი ""ვაფლიმი"" კაკაოს კრემით",0,0.17,0,0,1.59,485,27,55,4.5,824.5,45.9,93.5,7.65
"ვაფლი ""ვაფლიმი"" დღე და ღამე",0,0.17,0,0,1.59,490,28,54,4,833,47.6,91.8,6.8
ვაფლის ჩხირები ”იაშკინო” შედედებული რძით,0,0.19,0,0,3.2,485,27,55,4.5,921.5,51.3,104.5,8.55
"ვაფლი ""სანდომი"" შავი შოკოლადით სამარხვო",0,0.216,0,0,3.6,475,25,58,5,1026,54,125.28,10.8
ვაფლის ჩხირები ”კონაფეტო” კაკაოს შიგთავსით,0,0.156,0,0,3.8,480,26,56,4.5,748.8,40.56,87.36,7.02
ვაფლის ჩხირები ”კონაფეტო” რძიანი შიგთავსით,0,0.156,0,0,3.8,485,27,55,4.5,756.6,42.12,85.8,7.02
ვაფლი იაშკინო კარამელით,0,0.29,0,0,3.95,490,28,54,4,1421,81.2,156.6,11.6
"ვაფლი ""ჩაიკა"" კაკაოს მუსით",0,0.3,0,0,3.65,475,24,59,4.5,1425,72,177,13.5
"კანფეტი შოკოლადის ""ჯეკი""",0,0.225,0,0,6.5,510,30,52,5,1147.5,67.5,117,11.25
"ვაფლის ტორტი ""ბისმაკი"" შოკოლადის მიწისთხილით",0,0.25,0,0,4.5,495,28,56,4.5,1237.5,70,140,11.25
"ბამბუკის ჩხირი ""კრესკო"" შოკოლადით",0,0.14,0,0,4.2,485,27,55,4,679,37.8,77,5.6
"ვაფლი ""მიშკა კასალაპი""",0,0.22,0,0,7.9,480,26,57,4.5,1056,57.2,125.4,9.9
"ვაფლის ტორტი ""ვიტბა"" ქოქოსით",0,0.18,0,0,4.5,490,28,54,4,882,50.4,97.2,7.2
"ვაფლის ტორტი ""ბისმაკი"" შოკოლადის",0,0.18,0,0,2.99,495,29,53,4.5,891,52.2,95.4,8.1
"ვაფლი ""როშენ ვაფერს"" შოკოლადის",0,0.216,0,0,4.7,485,27,55,4.5,1047.6,58.32,118.8,9.72
"ვაფლი ""როშენ ვაფერს"" თხილის მუსით",0,0.216,0,0,4.7,490,28,54,5,1058.4,60.48,116.64,10.8
"ვაფლი დიაბეტური ""ხბფ"" კაკაოთი",0,0.13,0,0,2.95,450,24,58,5,585,31.2,75.4,6.5
"ვაფლი ვენური ""აკულჩევი"" შედედებული რძით",0,0.1,0,0,2.95,475,25,57,4.5,475,25,57,4.5
"ვაფლის ტორტი "" იაშკინო"" შოკოლადის გლაზურით და თხილით",0,0.25,0,0,6.5,500,29,52,5,1250,72.5,130,12.5
"ვაფლის ტორტი "" იაშკინო"" შოკოლადის მიწისთხილით და თხილით",0,0.25,0,0,4.95,505,30,51,5,1262.5,75,127.5,12.5
"კანფეტი ვაფლით ""რაფაელო""",0,0.04,0,0,4.95,530,33,49,5,212,13.2,19.6,2
"კანფეტი დრაჟე ""იაშკინო"" მიწისთხილით",0,0.5,0,0,15.5,495,28,56,5.5,2475,140,280,27.5
"კანფეტი დრაჟე ""ემოჯი""",0,0.08,0,0,6.3,450,25,55,4,360,20,44,3.2
"კანფეტი შოკოლადის ""ბორა-ბორა"" ქოქოსით",0,0.2,0,0,5,510,30,52,5,1020,60,104,10
"კანფეტი სუფლე ""მარსიანკა"" ტირამისუ",0,0.2,0,0,4.99,495,28,54,4.5,990,56,108,9
"კანფეტი შოკოლადის ""სანდომი"" ჩიტის რძე შედედებული რძით",0,0.3,0,0,8.95,505,29,53,5.5,1515,87,159,16.5
"კანფეტი შოკოლადის ტრუფელი ""ფინქი""",0,0.163,0,0,7.95,520,32,50,5,847.6,52.16,81.5,8.15
"კანფეტი შოკოლადის ""ჩიო რიო""",0,0.5,0,0,9.95,515,31,51,4.5,2575,155,255,22.5
"კანფეტი შოკოლადის ""ფერერო როშე""",0,0.0375,0,0,5.5,530,33,49,5,198.75,12.375,18.375,1.875
"კანფეტი ""სანდომი"" გრილიაჟი",0,0.21,0,0,4.75,485,27,55,4.5,1018.5,56.7,115.5,9.45
კანფეტი შოკოლადის ”მექსიკანა”,0,0.5,0,0,7.2,500,29,52,5,2500,145,260,25
"კანფეტი სუფლე ""რაისკიე ობლაკა"" ნაღების",0,0.2,0,0,5.95,490,28,54,4.5,980,56,108,9
"კანფეტი შოკოლადის ""კობარდე""",0,0.135,0,0,4,525,32,50,5,708.75,43.2,67.5,6.75
"კანფეტი შოკოლადის ""გლეისი""",0,0.5,0,0,5.9,510,30,52,4.5,2550,150,260,22.5
"კანფეტი შოკოლადის ""სტარტ კოკო"" ქოქოსით",0,0.2,0,0,5.35,515,31,51,5,1030,62,102,10
"კანფეტი შოკოლადის ""ოტლომი""",0,0.2,0,0,6.5,505,29,53,5,1010,58,106,10
კანფეტი შოკოლადის ”ჯეთსი”,0,0.5,0,0,5.9,520,32,50,4.5,2600,160,250,22.5
"კანფეტი შოკოლადის ""Pure Love"" ნუგა",0,0.5,0,0,13.95,535,34,48,5.5,2675,170,240,27.5
კანფეტი შოკოლადის ”როდეო”,0,0.5,0,0,6.95,515,31,51,5,2575,155,255,25
"კანფეტი შოკოლადის ""ოქროს ლილია""",0,0.2,0,0,6.95,525,32,50,5,1050,64,100,10
კანფეტი შოკოლადის ”ფურორი” ნუგა და კარამელი,0,0.5,0,0,7.2,530,33,49,5,2650,165,245,25
"კანფეტი შოკოლადის ""სლადუნიცა"" ბრაუნის",0,0.5,0,0,10.95,540,35,47,4.5,2700,175,235,22.5
"კანფეტი შოჯოლადის ""ვერსალი""",0,0.5,0,0,8.2,515,31,51,4.5,2575,155,255,22.5
"კანფეტი შოკოლადის ""სლადუნიცა"" ჩიზქეიქი",0,0.5,0,0,10.95,525,32,50,5,2625,160,250,25
კანფეტი შოკოლადის ”როშენი” ქენდი ნათს კარამელით და მიწის თხილით,0,0.35,0,0,7.5,530,33,49,5.5,1855,115.5,171.5,19.25
"კანფეტი შოკოლადის ""იარჩე"" მიწის თხილით",0,0.5,0,0,6.4,520,32,50,5,2600,160,250,25
"კანფეტი ჰალვა ""მიშკინო"" შოკოლადით და მიწის თხილით",0,0.24,0,0,5.8,535,34,48,6,1284,81.6,115.2,14.4
კანფეტი შოკოლადის “ჰითმიქსი” მიწისთხილით,0,0.5,0,0,11.95,525,32,50,5,2625,160,250,25
"კანფეტი შოკოლადის ""ჟელეინიე"" ალუბლის ჟელეთი",0,0.5,0,0,5.9,485,27,55,4,2425,135,275,20
"კანფეტი შოკოლადის ""ბეიბიფოქსი"" რძიანი შიგთავსით",0,0.12,0,0,6.2,510,30,52,4.5,612,36,62.4,5.4
"კანფეტი ვაფლით ""კრასნი ოქტიაბრი"" მიშკა კასალაპი",0,0.2,0,0,13.9,495,28,54,5,990,56,108,10
"კანფეტი შოკოლადის ""ნათ სთორი"" მიწის თხილით",0,0.5,0,0,15.5,520,32,50,5,2600,160,250,25
"ჟელიბონი ""იამმი გამმი"" ფანი კოლა",0,0.07,0,0,4.5,350,0.2,86,1.5,245,0.14,60.2,1.05
"ჟელიბონი ""იამმი გამმი"" ფიზი ვორმს",0,0.07,0,0,4.5,355,0.3,87,1.8,248.5,0.21,60.9,1.26
"ჟელიბონი ""იამმი გამმი"" მინი ბეარ მიქს",0,0.07,0,0,2.69,360,0.4,88,2,252,0.28,61.6,1.4
"კანფეტი ჟელე ""როშენი"" ფუტკრები",0,0.5,0,0,7.95,345,0.1,85,1.2,1725,0.5,425,6
"კანფეტი ჟელე ""ნესი""",0,0.5,0,0,5.7,340,0.2,84,1,1700,1,420,5
"კანფეტი საღეჭი ""როშენი"" ჟელი ფრუტი",0,0.5,0,0,7.2,370,0.3,92,1.5,1850,1.5,460,7.5
"კანფეტი მარმელადი ""აზოვი"" ხილის მიქსი",0,0.3,0,0,4.35,385,0.5,82,1.8,1155,1.5,246,5.4
კანფეტი საღეჭი ”როშენი” ჟელი ფრუტი,0,0.41,0,0,6.3,370,0.3,92,1.5,1517,1.23,377.2,6.15
"კანფეტი საღეჭი ""ტოფიქსი"" ხილის",0,0.2,0,0,4,375,0.2,94,1.2,750,0.4,188,2.4
"კანფეტი ირისი ""მიეშკო"" კაროვკა",0,0.215,0,0,4.95,440,12,78,2.5,946,25.8,167.7,5.375
"კანფეტი კარამელი ""ესტელლა"" კოწახური",0,0.25,0,0,3.95,475,24,61,3.8,1187.5,60,152.5,9.5
"კანფეტი კარამელი ""როშენი"" ბიმ-ბომ",0,0.5,0,0,6.65,455,19,69,3.2,2275,95,345,16
"კანფეტი კარამელი ""როშენი"" მალოჩნაია კაპლია",0,0.5,0,0,8.3,465,21,66,3,2325,105,330,15
კანფეტი ირისი ”როშენი” მინკი ბინკი,0,0.41,0,0,7.2,435,11,79,2.2,1783.5,45.1,323.9,9.02
კანფეტი კარამელი ”როშენი” კიბოს კისერი,0,0.41,0,0,7.5,475,24,63,3.9,1947.5,98.4,258.3,15.99
"კანფეტი კარამელი ""კრემკა"" რძიანი",0,0.5,0,0,5.95,465,22,65,3,2325,110,325,15
კანფეტი კარამელი ”როშენი” ბიმ-ბომ,0,0.41,0,0,5.95,455,19,69,3.2,1865.5,77.9,282.9,13.12
კანფეტი კარამელი ”როშენი” მალოჩნაია კაპლია,0,0.41,0,0,7.5,465,21,66,3,1906.5,86.1,270.6,12.3
"კანფეტი კარამელი ""ლომტიკი"" ხილის მიქსი",0,0.5,0,0,4.9,450,18,70,2.8,2250,90,350,14
"კანფეტი კარამელი ჯოხზე ""ტროლები""",0,0.0114,0,0,0.3,460,20,68,2.5,52.44,2.28,7.752,0.285
კანფეტი კარამელი ჯოხზე სპირალი,0,0.04,0,0,1.5,470,23,67,2.2,188,9.2,26.8,0.88
"მარმელადი ჯოხზე ""ვიდალი""",0,0.04,0,0,1.95,445,15,75,2.5,178,6,30,1
"კანფეტი დრაჟე ""ქოსბი""",0,0.027,0,0,1.95,420,8,82,2,113.4,2.16,22.14,0.54
"კანფეტი კარამელი ჯოხზე ""ჩუპა ჩუპსი"" XXL",0,0.029,0,0,1.1,480,25,65,2.8,139.2,7.25,18.85,0.812
"კანფეტი სიურპრიზით ""ქოსბი""",0,0.006,0,0,1.95,435,10,78,3,26.1,0.6,4.68,0.18
"ვაფლის კორნეტი ""ოზმო"" შოკოლადით",0,0.025,0,0,1.95,510,28,60,5,127.5,7,15,1.25
"კანფეტი კარამელი ჯოხზე ""ჩუპა ჩუპსი"" მელოდი პოპს",0,0.015,0,0,1.4,475,24,64,2.5,71.25,3.6,9.6,0.375
"კანფეტი კარამელი ჯოხზე ""ოზმო ფან"" რძიანი შოკოლადით",0,0.023,0,0,2.75,495,26,62,4,113.85,5.98,14.26,0.92
"შოკოლადის ბატონი ""ქინდერი"" (4ც)",0,0.05,0,0,3.45,550,32,58,6,275,16,29,3
"კანფეტი დრაჟე ""პანდა""",0,0.15,0,0,7.3,415,7,84,2.2,622.5,10.5,126,3.3
